Rk		Name	Team	Age	Pos	GP	G	A	P	PIM	+/-	TOI	ES	PP	SH	ESG	PPG	SHG	GWG	OTG	ESA	PPA	SHA	GWA	OTA	ESP	PPP	SHP	GWP	OTP	PPP%	G/60	A/60	P/60	ESG/60	ESA/60	ESP/60	PPG/60	PPA/60	PPP/60	G/GP	A/GP	P/GP	SHOTS	SH%	HITS	BS	FOW	FOL	FO%
89	CA	Mathew Barzal	NYI	26	F	5	2	3	5	4	-1	21:08	18:30	2:37	0:00	2	0	0	1	1	2	1	0	0	0	4	1	0	1	1	20.0%	1.136	1.703	2.839	1.297	1.297	2.595	0.000	4.580	4.580	0.400	0.600	1.000	15	13.3%	5	3	0	0	0.00%
90	CA	Brayden Point	TBL	27	F	5	2	3	5	2	-1	20:37	15:51	4:38	0:08	2	0	0	0	0	1	2	0	0	0	3	2	0	0	0	40.0%	1.164	1.746	2.910	1.514	0.757	2.271	0.000	5.180	5.180	0.400	0.600	1.000	12	16.7%	9	4	14	19	42.42%
91	CA	Brayden McNabb	VGK	32	D	7	2	3	5	0	5	21:15	19:03	0:00	2:12	2	0	0	1	0	2	0	1	0	0	4	0	1	1	0	0.0%	0.807	1.210	2.017	0.900	0.900	1.800	0.000	0.000	0.000	0.286	0.429	0.714	14	14.3%	15	27	0	0	0.00%
92	US	Noah Hanifin	VGK	26	D	7	2	3	5	0	-2	23:43	20:34	1:51	1:16	2	0	0	2	0	0	3	0	0	0	2	3	0	2	0	60.0%	0.723	1.084	1.807	0.833	0.000	0.833	0.000	13.811	13.811	0.286	0.429	0.714	12	16.7%	6	12	0	0	0.00%
93	CA	Cody Ceci	EDM	30	D	24	2	3	5	0	-5	19:21	16:57	0:10	2:14	2	0	0	0	0	3	0	0	0	0	5	0	0	0	0	0.0%	0.258	0.387	0.645	0.295	0.442	0.737	0.000	0.000	0.000	0.083	0.125	0.208	24	8.3%	36	30	0	0	0.00%
94	US	James van Riemsdyk	BOS	34	F	11	1	4	5	0	-1	11:45	9:55	1:50	0:00	1	0	0	0	0	3	1	0	0	0	4	1	0	0	0	20.0%	0.464	1.854	2.318	0.550	1.650	2.200	0.000	2.953	2.953	0.091	0.364	0.455	16	6.3%	24	5	2	1	66.67%
95	US	Jack Drury	CAR	23	F	11	1	4	5	2	7	13:05	12:06	0:22	0:36	1	0	0	1	0	4	0	0	1	0	5	0	0	2	0	0.0%	0.417	1.666	2.083	0.450	1.801	2.251	0.000	0.000	0.000	0.091	0.364	0.455	21	4.8%	10	11	54	33	62.07%
96	CA	Carson Soucy	VAN	29	D	12	1	4	5	6	1	16:58	14:52	0:23	1:42	1	0	0	0	0	4	0	0	0	0	5	0	0	0	0	0.0%	0.295	1.178	1.473	0.336	1.344	1.680	0.000	0.000	0.000	0.083	0.333	0.417	3	33.3%	32	12	0	0	0.00%
97	US	Charlie Coyle	BOS	31	F	13	1	4	5	12	0	18:48	14:02	1:59	2:47	1	0	0	0	0	2	2	0	2	0	3	2	0	2	0	40.0%	0.245	0.981	1.226	0.329	0.657	0.986	0.000	4.651	4.651	0.077	0.308	0.385	20	5.0%	59	26	119	129	47.98%
98	CA	Sam Steel	DAL	25	F	19	1	4	5	2	1	13:14	11:37	0:02	1:35	1	0	0	0	0	3	0	1	3	0	4	0	1	3	0	0.0%	0.238	0.954	1.192	0.272	0.816	1.087	0.000	0.000	0.000	0.053	0.211	0.263	19	5.3%	24	7	44	49	47.31%
99	CA	Andrew Cogliano	COL	36	F	11	0	5	5	2	2	8:37	6:55	0:00	1:41	0	0	0	0	0	4	0	1	2	1	4	0	1	2	1	0.0%	0.000	3.161	3.161	0.000	3.148	3.148	0.000	0.000	0.000	0.000	0.455	0.455	3	0.0%	5	7	3	8	27.27%
100	US	Stefan Noesen	CAR	30	F	11	4	0	4	21	1	9:22	7:32	1:49	0:00	3	1	0	1	0	0	0	0	0	0	3	1	0	1	0	25.0%	2.327	0.000	2.327	2.169	0.000	2.169	2.983	0.000	2.983	0.364	0.000	0.364	11	36.4%	16	2	0	2	0.00%
101	CA	Ryan McLeod	EDM	24	F	24	4	0	4	16	-7	13:12	11:13	0:26	1:31	4	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0.0%	0.757	0.000	0.757	0.891	0.000	0.891	0.000	0.000	0.000	0.167	0.000	0.167	26	15.4%	27	8	77	71	52.03%
102	CA	Josh Morrissey	WPG	28	D	5	3	1	4	2	-3	24:35	21:40	2:42	0:12	1	2	0	0	0	0	1	0	0	0	1	3	0	0	0	75.0%	1.464	0.488	1.953	0.554	0.000	0.554	8.867	4.433	13.300	0.600	0.200	0.800	12	25.0%	4	12	0	0	0.00%
103	US	Brandon Carlo	BOS	27	D	13	3	1	4	6	4	19:54	16:05	0:04	3:44	3	0	0	1	0	1	0	0	1	1	4	0	0	2	1	0.0%	0.696	0.232	0.927	0.860	0.287	1.147	0.000	0.000	0.000	0.231	0.077	0.308	20	15.0%	34	24	0	0	0.00%
104	US	Brock Nelson	NYI	32	F	5	2	2	4	10	-2	20:01	17:17	2:33	0:10	2	0	0	0	0	1	1	0	0	0	3	1	0	0	0	25.0%	1.199	1.199	2.397	1.388	0.694	2.081	0.000	4.706	4.706	0.400	0.400	0.800	7	28.6%	3	8	32	33	49.23%
105	CA	Jonathan Marchessault	VGK	33	F	7	2	2	4	2	1	18:44	17:33	1:11	0:00	2	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0.0%	0.915	0.915	1.829	0.977	0.977	1.953	0.000	0.000	0.000	0.286	0.286	0.571	25	8.0%	25	4	2	2	50.00%
106	CA	Jordan Martinook	CAR	31	F	11	2	2	4	6	3	15:38	14:49	0:05	0:44	2	0	0	1	0	2	0	0	0	0	4	0	0	1	0	0.0%	0.697	0.697	1.394	0.736	0.736	1.472	0.000	0.000	0.000	0.182	0.182	0.364	20	10.0%	17	4	6	11	35.29%
107	FI	Niko Mikkola	FLA	27	D	24	2	2	4	22	4	18:38	16:39	0:02	1:57	2	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0.0%	0.268	0.268	0.536	0.300	0.300	0.601	0.000	0.000	0.000	0.083	0.083	0.167	23	8.7%	61	29	0	0	0.00%
108	US	Anders Lee	NYI	33	F	5	1	3	4	6	-4	16:14	15:04	1:09	0:00	0	1	0	0	0	2	1	0	0	0	2	2	0	0	0	50.0%	0.739	2.217	2.956	0.000	1.592	1.592	10.375	10.375	20.749	0.200	0.600	0.800	15	6.7%	13	2	0	0	0.00%
109	US	Auston Matthews	TOR	26	F	5	1	3	4	2	2	19:52	15:34	4:00	0:18	1	0	0	1	0	2	1	0	0	0	3	1	0	1	0	25.0%	0.604	1.811	2.414	0.771	1.541	2.312	0.000	2.998	2.998	0.200	0.600	0.800	20	5.0%	26	4	52	39	57.14%
110	SE	Gustav Nyquist	NSH	34	F	6	1	3	4	2	-3	20:04	16:20	3:42	0:01	1	0	0	0	0	2	1	0	2	0	3	1	0	2	0	25.0%	0.498	1.494	1.992	0.612	1.224	1.835	0.000	2.693	2.693	0.167	0.500	0.667	5	20.0%	6	2	2	6	25.00%
111	CA	Max Domi	TOR	28	F	7	1	3	4	6	1	16:57	14:47	2:07	0:01	1	0	0	0	0	3	0	0	1	0	4	0	0	1	0	0.0%	0.506	1.517	2.023	0.579	1.738	2.317	0.000	0.000	0.000	0.143	0.429	0.571	17	5.9%	5	6	28	14	66.67%
112	CA	Tyler Bertuzzi	TOR	28	F	7	1	3	4	6	2	18:34	15:46	2:46	0:02	1	0	0	0	0	2	1	0	0	0	3	1	0	0	0	25.0%	0.461	1.384	1.845	0.543	1.087	1.630	0.000	3.093	3.093	0.143	0.429	0.571	21	4.8%	22	4	0	1	0.00%
113	CA	Brent Burns	CAR	38	D	11	1	3	4	2	4	22:46	18:16	2:31	1:57	1	0	0	0	0	2	1	0	0	0	3	1	0	0	0	25.0%	0.240	0.719	0.958	0.298	0.597	0.895	0.000	2.158	2.158	0.091	0.273	0.364	24	4.2%	6	17	0	0	0.00%
114	US	Ross Colton	COL	27	F	11	1	3	4	2	2	13:00	12:01	0:44	0:14	1	0	0	0	0	3	0	0	0	0	4	0	0	0	0	0.0%	0.419	1.257	1.677	0.453	1.360	1.814	0.000	0.000	0.000	0.091	0.273	0.364	14	7.1%	43	11	54	58	48.21%
115	US	Mason Lohrei	BOS	22	D	11	1	3	4	10	0	17:11	15:41	1:08	0:21	1	0	0	1	0	3	0	0	0	0	4	0	0	1	0	0.0%	0.317	0.951	1.269	0.348	1.043	1.391	0.000	0.000	0.000	0.091	0.273	0.364	14	7.1%	12	17	0	0	0.00%
116	SE	Hampus Lindholm	BOS	29	D	13	1	3	4	8	3	22:20	18:34	0:19	3:25	1	0	0	0	0	3	0	0	2	1	4	0	0	2	1	0.0%	0.207	0.620	0.826	0.248	0.745	0.994	0.000	0.000	0.000	0.077	0.231	0.308	17	5.9%	14	21	0	0	0.00%
117	US	K'Andre Miller	NYR	23	D	16	1	3	4	8	2	21:05	18:54	0:04	2:05	0	0	1	1	0	3	0	0	0	0	3	0	1	1	0	0.0%	0.178	0.534	0.711	0.000	0.595	0.595	0.000	0.000	0.000	0.063	0.188	0.250	13	7.7%	31	23	0	0	0.00%
118	US	Joe Pavelski	DAL	39	F	19	1	3	4	2	-5	17:42	15:27	2:11	0:02	1	0	0	0	0	2	1	0	1	1	3	1	0	1	1	25.0%	0.178	0.535	0.714	0.204	0.409	0.613	0.000	1.436	1.436	0.053	0.158	0.211	27	3.7%	34	17	59	66	47.20%
119	US	Ryan Suter	DAL	38	D	19	1	3	4	16	1	17:49	16:59	0:03	0:46	1	0	0	0	0	3	0	0	2	1	4	0	0	2	1	0.0%	0.177	0.531	0.709	0.186	0.558	0.744	0.000	0.000	0.000	0.053	0.158	0.211	9	11.1%	19	19	0	0	0.00%
120	CA	Gabriel Vilardi	WPG	24	F	5	0	4	4	6	-4	17:03	14:34	2:29	0:00	0	0	0	0	0	3	1	0	1	0	3	1	0	1	0	25.0%	0.000	2.814	2.814	0.000	2.471	2.471	0.000	4.826	4.826	0.000	0.800	0.800	9	0.0%	4	4	0	1	0.00%
121	CA	Quinton Byfield	LAK	21	F	5	0	4	4	4	4	16:11	14:53	1:18	0:00	0	0	0	0	0	4	0	0	1	1	4	0	0	1	1	0.0%	0.000	2.964	2.964	0.000	3.224	3.224	0.000	0.000	0.000	0.000	0.800	0.800	8	0.0%	11	0	4	4	50.00%
122	RU	Ivan Barbashev	VGK	28	F	7	0	4	4	0	3	14:54	14:53	0:01	0:00	0	0	0	0	0	4	0	0	0	0	4	0	0	0	0	0.0%	0.000	2.301	2.301	0.000	2.304	2.304	0.000	0.000	0.000	0.000	0.571	0.571	8	0.0%	41	1	1	3	25.00%
123	CA	Thomas Harley	DAL	22	D	19	0	4	4	0	8	23:51	21:34	1:25	0:51	0	0	0	0	0	3	0	1	2	0	3	0	1	2	0	0.0%	0.000	0.529	0.529	0.000	0.439	0.439	0.000	0.000	0.000	0.000	0.211	0.211	28	0.0%	12	50	0	0	0.00%
124	SE	William Nylander	TOR	27	F	4	3	0	3	4	2	21:44	18:21	3:22	0:00	3	0	0	1	0	0	0	0	0	0	3	0	0	1	0	0.0%	2.071	0.000	2.071	2.452	0.000	2.452	0.000	0.000	0.000	0.750	0.000	0.750	18	16.7%	5	5	4	2	66.67%
125	CA	Mark Stone	VGK	31	F	7	3	0	3	2	-2	18:22	15:35	1:39	1:07	1	2	0	0	0	0	0	0	0	0	1	2	0	0	0	66.7%	1.399	0.000	1.399	0.550	0.000	0.550	10.300	0.000	10.300	0.429	0.000	0.429	10	30.0%	16	3	0	0	0.00%
126	US	Miles Wood	COL	28	F	11	3	0	3	13	1	13:50	12:09	0:00	1:41	3	0	0	1	1	0	0	0	0	0	3	0	0	1	1	0.0%	1.182	0.000	1.182	1.347	0.000	1.347	0.000	0.000	0.000	0.273	0.000	0.273	23	13.0%	27	6	0	3	0.00%
127	SK	Martin Fehervary	WSH	24	D	4	2	1	3	2	0	21:44	18:01	0:14	3:29	2	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0.0%	1.380	0.690	2.069	1.665	0.833	2.498	0.000	0.000	0.000	0.500	0.250	0.750	8	25.0%	16	9	0	0	0.00%
128	CA	Drew Doughty	LAK	34	D	5	2	1	3	14	-4	27:18	21:53	3:10	2:13	2	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0.0%	0.879	0.440	1.319	1.096	0.548	1.645	0.000	0.000	0.000	0.400	0.200	0.600	6	33.3%	8	11	0	0	0.00%
129	US	Matthew Knies	TOR	21	F	7	2	1	3	2	-1	15:05	13:42	0:58	0:24	2	0	0	1	1	1	0	0	1	0	3	0	0	2	1	0.0%	1.136	0.568	1.704	1.250	0.625	1.876	0.000	0.000	0.000	0.286	0.143	0.429	14	14.3%	23	9	1	0	100.00%
130	SE	Philip Broberg	EDM	22	D	10	2	1	3	0	8	15:47	14:10	0:05	1:32	2	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0.0%	0.760	0.380	1.140	0.847	0.423	1.270	0.000	0.000	0.000	0.200	0.100	0.300	6	33.3%	2	18	0	0	0.00%
131	US	Zach Parise	COL	39	F	11	2	1	3	0	-1	14:34	13:55	0:38	0:01	2	0	0	1	0	1	0	0	0	0	3	0	0	1	0	0.0%	0.748	0.374	1.122	0.784	0.392	1.176	0.000	0.000	0.000	0.182	0.091	0.273	19	10.5%	30	10	0	1	0.00%
132	CH	Pius Suter	VAN	27	F	13	2	1	3	6	2	14:22	13:19	0:40	0:21	2	0	0	1	0	1	0	0	0	0	3	0	0	1	0	0.0%	0.642	0.321	0.964	0.693	0.346	1.039	0.000	0.000	0.000	0.154	0.077	0.231	23	8.7%	13	5	6	9	40.00%
133	CA	Steven Lorentz	FLA	27	F	16	2	1	3	0	-1	7:07	6:40	0:05	0:21	2	0	0	1	0	1	0	0	0	0	3	0	0	1	0	0.0%	1.054	0.527	1.581	1.125	0.562	1.687	0.000	0.000	0.000	0.125	0.063	0.188	7	28.6%	40	4	26	36	41.94%
134	CA	Tom Wilson	WSH	29	F	4	1	2	3	16	1	19:01	13:23	3:31	2:06	0	1	0	0	0	1	1	0	0	0	1	2	0	0	0	66.7%	0.788	1.577	2.365	0.000	1.120	1.120	4.255	4.255	8.511	0.250	0.500	0.750	10	10.0%	15	5	0	0	0.00%
135	SI	Anze Kopitar	LAK	36	F	5	1	2	3	4	0	20:00	15:00	3:06	1:53	1	0	0	1	1	2	0	0	0	0	3	0	0	1	1	0.0%	0.600	1.199	1.799	0.800	1.599	2.399	0.000	0.000	0.000	0.200	0.400	0.600	9	11.1%	14	4	60	42	58.82%
136	US	Kyle Palmieri	NYI	32	F	5	1	2	3	12	-1	19:40	15:14	2:16	2:08	1	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0.0%	0.610	1.220	1.830	0.787	1.574	2.361	0.000	0.000	0.000	0.200	0.400	0.600	16	6.3%	6	8	2	2	50.00%
137	CA	Bo Horvat	NYI	28	F	5	1	2	3	0	-2	22:07	17:43	2:37	1:46	1	0	0	0	0	2	0	0	1	1	3	0	0	1	1	0.0%	0.543	1.085	1.628	0.677	1.354	2.032	0.000	0.000	0.000	0.200	0.400	0.600	20	5.0%	6	2	53	44	54.64%
138	US	Michael Anderson	LAK	24	D	5	1	2	3	2	-1	20:03	17:35	0:00	2:27	1	0	0	0	0	2	0	0	1	1	3	0	0	1	1	0.0%	0.598	1.197	1.795	0.682	1.364	2.046	0.000	0.000	0.000	0.200	0.400	0.600	9	11.1%	17	9	0	0	0.00%
139	CH	Roman Josi	NSH	33	D	6	1	2	3	2	1	25:43	20:58	4:07	0:38	0	1	0	0	0	2	0	0	0	0	2	1	0	0	0	33.3%	0.389	0.777	1.166	0.000	0.954	0.954	2.424	0.000	2.424	0.167	0.333	0.500	13	7.7%	3	11	0	0	0.00%
140	US	Jason Zucker	NSH	31	F	6	1	2	3	2	4	14:17	12:32	1:45	0:00	1	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0.0%	0.699	1.399	2.098	0.798	1.595	2.393	0.000	0.000	0.000	0.167	0.333	0.500	17	5.9%	15	1	0	0	0.00%
141	CA	Alexandre Carrier	NSH	27	D	6	1	2	3	0	-1	21:06	18:01	1:12	1:53	1	0	0	1	0	2	0	0	0	0	3	0	0	1	0	0.0%	0.474	0.947	1.421	0.555	1.110	1.665	0.000	0.000	0.000	0.167	0.333	0.500	8	12.5%	3	19	0	0	0.00%
142	CA	Mitch Marner	TOR	26	F	7	1	2	3	2	1	21:13	15:36	3:56	1:40	1	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0.0%	0.404	0.808	1.212	0.549	1.099	1.648	0.000	0.000	0.000	0.143	0.286	0.429	12	8.3%	6	1	2	2	50.00%
143	US	Jaccob Slavin	CAR	29	D	11	1	2	3	2	5	22:51	20:31	0:05	2:13	1	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0.0%	0.239	0.477	0.716	0.266	0.531	0.797	0.000	0.000	0.000	0.091	0.182	0.273	23	4.4%	9	20	0	0	0.00%
144	US	Jimmy Vesey	NYR	30	F	12	1	2	3	2	1	11:11	10:03	0:00	1:07	1	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0.0%	0.447	0.894	1.340	0.497	0.994	1.492	0.000	0.000	0.000	0.083	0.167	0.250	9	11.1%	8	9	1	1	50.00%
145	CA	Corey Perry	EDM	38	F	19	1	2	3	12	-3	10:45	10:03	0:42	0:00	0	1	0	1	0	2	0	0	0	0	2	1	0	1	0	33.3%	0.293	0.587	0.880	0.000	0.628	0.628	4.455	0.000	4.455	0.053	0.105	0.158	15	6.7%	18	2	0	0	0.00%
146	CA	Brenden Dillon	WPG	33	D	3	0	3	3	4	1	21:04	18:42	0:03	2:18	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0.0%	0.000	2.847	2.847	0.000	3.209	3.209	0.000	0.000	0.000	0.000	1.000	1.000	1	0.0%	12	6	0	0	0.00%
147	CA	Jonathan Drouin	COL	28	F	3	0	3	3	2	-1	24:15	22:03	2:11	0:00	0	0	0	0	0	1	2	0	0	0	1	2	0	0	0	66.7%	0.000	2.473	2.473	0.000	0.907	0.907	0.000	18.274	18.274	0.000	1.000	1.000	4	0.0%	6	1	6	7	46.15%
148	SE	Viktor Arvidsson	LAK	30	F	5	0	3	3	0	-1	18:15	14:59	3:15	0:00	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0.0%	0.000	1.972	1.972	0.000	2.402	2.402	0.000	0.000	0.000	0.000	0.600	0.600	11	0.0%	12	5	2	3	40.00%
149	CA	Ryan Pulock	NYI	29	D	5	0	3	3	0	1	24:35	20:49	1:04	2:41	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0	0.0%	0.000	1.464	1.464	0.000	1.729	1.729	0.000	0.000	0.000	0.000	0.600	0.600	2	0.0%	14	13	0	0	0.00%
150	CA	Morgan Rielly	TOR	29	D	7	0	3	3	0	2	24:50	20:05	4:12	0:33	0	0	0	0	0	3	0	0	1	0	3	0	0	1	0	0.0%	0.000	1.035	1.035	0.000	1.280	1.280	0.000	0.000	0.000	0.000	0.429	0.429	17	0.0%	14	15	0	0	0.00%
151	RU	Ilya Lyubushkin	TOR	29	D	7	0	3	3	2	4	16:30	15:27	0:00	1:02	0	0	0	0	0	3	0	0	2	1	3	0	0	2	1	0.0%	0.000	1.558	1.558	0.000	1.664	1.664	0.000	0.000	0.000	0.000	0.429	0.429	3	0.0%	29	7	0	0	0.00%
152	CA	Samuel Girard	COL	25	D	9	0	3	3	0	3	22:58	20:16	0:47	1:55	0	0	0	0	0	3	0	0	1	1	3	0	0	1	1	0.0%	0.000	0.871	0.871	0.000	0.987	0.987	0.000	0.000	0.000	0.000	0.333	0.333	9	0.0%	12	22	0	0	0.00%
153	SE	Erik Gustafsson	NYR	31	D	16	0	3	3	8	-3	18:09	16:18	1:37	0:13	0	0	0	0	0	2	1	0	0	0	2	1	0	0	0	33.3%	0.000	0.620	0.620	0.000	0.460	0.460	0.000	2.303	2.303	0.000	0.188	0.188	13	0.0%	32	16	0	0	0.00%
154	US	Ryan Lindgren	NYR	25	D	16	0	3	3	6	0	20:06	16:41	0:00	3:25	0	0	0	0	0	2	0	1	2	1	2	0	1	2	1	0.0%	0.000	0.559	0.559	0.000	0.449	0.449	0.000	0.000	0.000	0.000	0.188	0.188	9	0.0%	22	20	0	0	0.00%
155	CA	Tyler Toffoli	WPG	31	F	5	2	0	2	0	-2	14:04	12:27	1:37	0:00	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0.0%	1.705	0.000	1.705	1.927	0.000	1.927	0.000	0.000	0.000	0.400	0.000	0.400	8	25.0%	8	2	4	1	80.00%
156	CA	Adam Lowry	WPG	30	F	5	2	0	2	7	-3	14:21	12:38	0:03	1:39	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0.0%	1.672	0.000	1.672	1.899	0.000	1.899	0.000	0.000	0.000	0.400	0.000	0.400	4	50.0%	25	3	55	35	61.11%
157	CA	Nick Paul	TBL	28	F	5	2	0	2	6	-4	17:13	13:46	3:10	0:16	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	50.0%	1.394	0.000	1.394	0.871	0.000	0.871	3.785	0.000	3.785	0.400	0.000	0.400	14	14.3%	16	5	43	39	52.44%
158	US	John Carlson	WSH	33	D	4	1	1	2	2	-1	29:11	20:39	5:19	3:12	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	50.0%	0.514	0.514	1.028	0.726	0.000	0.726	0.000	2.819	2.819	0.250	0.250	0.500	14	7.1%	4	4	0	0	0.00%
159	CA	Jean-Gabriel Pageau	NYI	31	F	4	1	1	2	0	-3	17:51	14:25	0:58	2:28	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	100.0%	0.840	0.840	1.679	0.000	0.000	0.000	15.517	15.517	31.034	0.250	0.250	0.500	6	16.7%	5	5	44	35	55.70%
160	CA	Dylan Strome	WSH	26	F	4	1	1	2	0	-1	20:20	15:23	4:44	0:13	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	50.0%	0.737	0.737	1.475	0.000	0.975	0.975	3.169	0.000	3.169	0.250	0.250	0.500	10	10.0%	6	2	38	40	48.72%
161	CA	Mike Amadio	VGK	27	F	4	1	1	2	0	2	11:21	11:21	0:00	0:00	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0.0%	1.321	1.321	2.642	1.321	1.321	2.642	0.000	0.000	0.000	0.250	0.250	0.500	4	25.0%	2	1	8	5	61.54%
162	CA	Hendrix Lapierre	WSH	21	F	4	1	1	2	0	-2	13:11	10:27	2:41	0:02	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	50.0%	1.138	1.138	2.276	1.434	0.000	1.434	0.000	5.590	5.590	0.250	0.250	0.500	7	14.3%	8	2	8	17	32.00%
163	CA	Casey Cizikas	NYI	32	F	5	1	1	2	14	-1	15:56	14:55	0:03	0:57	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0.0%	0.753	0.753	1.506	0.804	0.804	1.608	0.000	0.000	0.000	0.200	0.200	0.400	5	20.0%	12	5	1	4	20.00%
164	US	Mike Reilly	NYI	30	D	5	1	1	2	0	-3	18:56	16:45	2:08	0:02	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	50.0%	0.633	0.633	1.267	0.000	0.716	0.716	5.607	0.000	5.607	0.200	0.200	0.400	12	8.3%	0	7	0	0	0.00%
165	CH	Kevin Fiala	LAK	27	F	5	1	1	2	4	1	18:36	15:25	3:05	0:05	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0.0%	0.645	0.645	1.290	0.778	0.778	1.555	0.000	0.000	0.000	0.200	0.200	0.400	16	6.3%	10	2	0	0	0.00%
166	SE	Pierre Engvall	NYI	27	F	5	1	1	2	0	-1	16:22	15:19	1:01	0:01	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	50.0%	0.733	0.733	1.466	0.783	0.000	0.783	0.000	11.765	11.765	0.200	0.200	0.400	9	11.1%	4	1	5	7	41.67%
167	US	Alex Laferriere	LAK	22	F	5	1	1	2	0	0	13:08	12:42	0:16	0:10	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0.0%	0.913	0.913	1.826	0.944	0.944	1.889	0.000	0.000	0.000	0.200	0.200	0.400	10	10.0%	22	2	0	1	0.00%
168	CA	Ryan O'Reilly	NSH	32	F	6	1	1	2	0	-1	22:31	17:32	3:40	1:18	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	50.0%	0.444	0.444	0.888	0.000	0.570	0.570	2.723	0.000	2.723	0.167	0.167	0.333	12	8.3%	1	7	69	71	49.29%
169	CA	Anthony Beauvillier	NSH	26	F	6	1	1	2	2	0	13:00	11:20	1:40	0:00	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0.0%	0.768	0.768	1.537	0.882	0.882	1.764	0.000	0.000	0.000	0.167	0.167	0.333	9	11.1%	12	0	1	0	100.00%
170	CA	Mark Jankowski	NSH	29	F	6	1	1	2	2	-1	10:05	9:01	0:06	0:57	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0.0%	0.992	0.992	1.983	1.108	1.108	2.217	0.000	0.000	0.000	0.167	0.167	0.333	5	20.0%	7	2	20	14	58.82%
171	CA	John Tavares	TOR	33	F	7	1	1	2	2	0	19:03	15:05	3:58	0:00	0	1	0	0	0	1	0	0	1	1	1	1	0	1	1	50.0%	0.450	0.450	0.900	0.000	0.568	0.568	2.160	0.000	2.160	0.143	0.143	0.286	22	4.6%	34	5	82	65	55.78%
172	CA	Brett Howden	VGK	25	F	7	1	1	2	0	1	13:01	12:16	0:00	0:44	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0.0%	0.658	0.658	1.316	0.698	0.698	1.396	0.000	0.000	0.000	0.143	0.143	0.286	7	14.3%	23	5	4	9	30.77%
173	FI	Joel Kiviranta	COL	27	F	8	1	1	2	4	3	11:45	10:47	0:01	0:57	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0.0%	0.638	0.638	1.275	0.696	0.696	1.391	0.000	0.000	0.000	0.125	0.125	0.250	7	14.3%	23	4	2	5	28.57%
174	CA	Justin Brazeau	BOS	25	F	9	1	1	2	12	1	11:56	10:29	1:26	0:00	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0.0%	0.558	0.558	1.117	0.635	0.635	1.270	0.000	0.000	0.000	0.111	0.111	0.222	11	9.1%	35	5	0	1	0.00%
175	CA	Jordan Staal	CAR	35	F	11	1	1	2	4	4	16:39	14:56	0:05	1:38	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0.0%	0.327	0.327	0.655	0.365	0.365	0.730	0.000	0.000	0.000	0.091	0.091	0.182	28	3.6%	49	11	115	93	55.29%
176	CA	Phil Di Giuseppe	VAN	30	F	11	1	1	2	2	1	10:22	9:26	0:00	0:56	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0.0%	0.526	0.526	1.051	0.578	0.578	1.156	0.000	0.000	0.000	0.091	0.091	0.182	8	12.5%	36	5	0	0	0.00%
177	SE	Nils Höglander	VAN	23	F	11	1	1	2	2	-2	10:00	9:46	0:13	0:00	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0.0%	0.545	0.545	1.091	0.558	0.558	1.116	0.000	0.000	0.000	0.091	0.091	0.182	8	12.5%	14	1	0	0	0.00%
178	US	John Beecher	BOS	22	F	12	1	1	2	2	-4	10:43	8:31	0:06	2:04	1	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0.0%	0.466	0.466	0.933	0.586	0.586	1.172	0.000	0.000	0.000	0.083	0.083	0.167	13	7.7%	23	13	60	70	46.15%
