Rk		Name	Team	Age	Pos	GP	G	A	P	PIM	+/-	TOI	ES	PP	SH	ESG	PPG	SHG	GWG	OTG	ESA	PPA	SHA	GWA	OTA	ESP	PPP	SHP	GWP	OTP	PPP%	G/60	A/60	P/60	ESG/60	ESA/60	ESP/60	PPG/60	PPA/60	PPP/60	G/GP	A/GP	P/GP	SHOTS	SH%	HITS	BS	FOW	FOL	FO%
201	US	Troy Terry	ANA	28	F	14	5	6	11	2	4	18:19	14:57	3:16	0:06	5	0	0	1	1	4	2	0	0	0	9	2	0	1	1	18.2%	1.169	1.403	2.572	1.433	1.146	2.579	0.000	2.622	2.622	0.357	0.429	0.786	50	10.0%	2	3	0	2	0.00%
202	CA	Travis Sanheim	PHI	29	D	22	5	6	11	0	10	24:46	20:48	0:46	3:11	5	0	0	0	0	5	0	1	0	0	10	0	1	0	0	0.0%	0.550	0.660	1.211	0.655	0.655	1.310	0.000	0.000	0.000	0.227	0.273	0.500	28	17.9%	13	41	0	0	0.00%
203	CA	Boone Jenner	CBJ	32	F	23	5	6	11	16	4	15:17	13:42	0:09	1:25	5	0	0	1	0	6	0	0	0	0	11	0	0	1	0	0.0%	0.853	1.023	1.876	0.951	1.141	2.092	0.000	0.000	0.000	0.217	0.261	0.478	39	12.8%	51	22	106	90	54.08%
204	CA	Cole Perfetti	WPG	23	F	23	5	6	11	8	-3	17:03	14:39	2:23	0:00	4	1	0	1	0	5	1	0	1	0	9	2	0	2	0	18.2%	0.765	0.918	1.682	0.712	0.890	1.602	1.092	1.092	2.184	0.217	0.261	0.478	46	10.9%	19	12	0	1	0.00%
205	CA	Damon Severson	CBJ	31	D	14	4	7	11	15	10	21:58	19:59	1:04	0:53	4	0	0	0	0	7	0	0	2	1	11	0	0	2	1	0.0%	0.780	1.366	2.146	0.857	1.500	2.357	0.000	0.000	0.000	0.286	0.500	0.786	19	21.1%	3	15	0	0	0.00%
206	CA	Travis Konecny	PHI	28	F	19	4	7	11	14	4	19:12	15:50	3:03	0:17	3	1	0	0	0	4	3	0	2	0	7	4	0	2	0	36.4%	0.657	1.151	1.808	0.598	0.797	1.395	1.030	3.090	4.120	0.211	0.368	0.579	38	10.5%	28	7	9	3	75.00%
207	SE	Linus Karlsson	VAN	26	F	22	4	7	11	16	-9	14:44	13:54	0:49	0:00	4	0	0	0	0	5	2	0	1	0	9	2	0	1	0	18.2%	0.740	1.295	2.035	0.785	0.981	1.765	0.000	6.575	6.575	0.182	0.318	0.500	27	14.8%	16	7	4	7	36.36%
208	CA	Owen Power	BUF	23	D	22	4	7	11	8	5	21:35	19:16	0:17	2:00	4	0	0	0	0	6	0	1	1	0	10	0	1	1	0	0.0%	0.505	0.884	1.389	0.566	0.849	1.414	0.000	0.000	0.000	0.182	0.318	0.500	26	15.4%	2	30	0	0	0.00%
209	RU	Alexander Nikishin	CAR	24	D	23	4	7	11	10	6	18:00	15:24	1:55	0:39	1	2	1	1	1	5	2	0	2	0	6	4	1	3	1	36.4%	0.580	1.014	1.594	0.169	0.847	1.016	2.702	2.702	5.403	0.174	0.304	0.478	30	13.3%	30	26	0	0	0.00%
210	US	Cam Fowler	STL	34	D	22	3	8	11	0	11	20:34	18:11	0:30	1:52	2	1	0	1	0	8	0	0	2	1	10	1	0	3	1	9.1%	0.398	1.061	1.458	0.300	1.199	1.499	5.405	0.000	5.405	0.136	0.364	0.500	15	20.0%	1	17	0	0	0.00%
211	CA	Tyler Toffoli	SJS	33	F	22	3	8	11	0	-5	12:59	10:39	2:20	0:00	2	1	0	0	0	5	3	0	1	0	7	4	0	1	0	36.4%	0.630	1.680	2.309	0.512	1.280	1.792	1.168	3.505	4.674	0.136	0.364	0.500	38	7.9%	9	4	2	0	100.00%
212	RU	Ivan Provorov	CBJ	28	D	24	3	8	11	6	1	23:55	19:52	1:12	2:50	2	1	0	0	0	7	1	0	1	0	9	2	0	1	0	18.2%	0.314	0.836	1.150	0.252	0.881	1.132	2.059	2.059	4.119	0.125	0.333	0.458	45	6.7%	5	38	0	0	0.00%
213	SE	Marcus Johansson	MIN	35	F	20	2	9	11	4	0	14:17	12:57	0:54	0:25	2	0	0	0	0	7	2	0	1	1	9	2	0	1	1	18.2%	0.420	1.890	2.310	0.463	1.621	2.085	0.000	6.599	6.599	0.100	0.450	0.550	28	7.1%	11	6	0	3	0.00%
214	US	Ryan Shea	PIT	28	D	22	2	9	11	2	7	18:32	15:46	0:06	2:39	2	0	0	0	0	9	0	0	1	0	11	0	0	1	0	0.0%	0.294	1.324	1.619	0.346	1.557	1.903	0.000	0.000	0.000	0.091	0.409	0.500	13	15.4%	7	26	0	0	0.00%
215	US	Michael Anderson	LAK	26	D	22	2	9	11	8	4	21:51	20:16	0:09	1:25	2	0	0	1	0	9	0	0	0	0	11	0	0	1	0	0.0%	0.250	1.123	1.373	0.269	1.211	1.480	0.000	0.000	0.000	0.091	0.409	0.500	15	13.3%	41	50	0	0	0.00%
216	CA	Bowen Byram	BUF	24	D	22	1	10	11	18	3	21:48	18:42	1:33	1:31	1	0	0	1	0	7	2	1	2	0	8	2	1	3	0	18.2%	0.125	1.251	1.376	0.146	1.020	1.166	0.000	3.487	3.487	0.045	0.455	0.500	32	3.1%	18	18	0	0	0.00%
217	CA	Jake Neighbours	STL	23	F	22	1	10	11	17	4	14:03	12:04	1:57	0:01	1	0	0	0	0	7	3	0	1	0	8	3	0	1	0	27.3%	0.194	1.939	2.133	0.226	1.581	1.807	0.000	4.171	4.171	0.045	0.455	0.500	23	4.4%	36	10	2	7	22.22%
218	CA	Brandt Clarke	LAK	22	D	22	1	10	11	25	6	20:44	18:08	2:35	0:00	0	1	0	0	0	7	3	0	1	0	7	4	0	1	0	36.4%	0.131	1.315	1.446	0.000	1.053	1.053	1.051	3.153	4.204	0.045	0.455	0.500	42	2.4%	5	66	0	0	0.00%
219	RU	Artyom Zub	OTT	30	D	23	1	10	11	23	9	22:14	19:26	0:08	2:40	1	0	0	0	0	10	0	0	3	0	11	0	0	3	0	0.0%	0.117	1.173	1.290	0.134	1.342	1.476	0.000	0.000	0.000	0.043	0.435	0.478	26	3.9%	11	37	0	0	0.00%
220	CA	Parker Wotherspoon	PIT	28	D	22	0	11	11	19	9	19:33	17:46	0:04	1:42	0	0	0	0	0	10	0	1	3	0	10	0	1	3	0	0.0%	0.000	1.534	1.534	0.000	1.534	1.534	0.000	0.000	0.000	0.000	0.500	0.500	17	0.0%	42	24	0	0	0.00%
221	US	Noel Acciari	PIT	34	F	23	7	3	10	8	4	14:37	11:51	0:07	2:38	7	0	0	1	0	3	0	0	0	0	10	0	0	1	0	0.0%	1.248	0.535	1.783	1.539	0.660	2.199	0.000	0.000	0.000	0.304	0.130	0.435	39	18.0%	18	30	119	124	48.97%
222	CA	Will Cuylle	NYR	23	F	23	7	3	10	26	6	15:56	13:46	0:59	1:10	7	0	0	0	0	3	0	0	1	0	10	0	0	1	0	0.0%	1.146	0.491	1.637	1.326	0.568	1.895	0.000	0.000	0.000	0.304	0.130	0.435	45	15.6%	94	9	5	13	27.78%
223	RU	Vasili Podkolzin	EDM	24	F	20	6	4	10	19	1	15:35	14:06	1:28	0:00	5	1	0	0	0	3	1	0	1	0	8	2	0	1	0	20.0%	1.154	0.770	1.924	1.063	0.638	1.701	2.045	2.045	4.091	0.300	0.200	0.500	40	15.0%	64	21	6	6	50.00%
224	SE	Elias Lindholm	BOS	31	F	23	6	4	10	4	-6	18:20	14:27	2:35	1:16	5	1	0	1	0	3	1	0	1	0	8	2	0	2	0	20.0%	0.853	0.569	1.422	0.902	0.541	1.443	1.005	1.005	2.009	0.261	0.174	0.435	41	14.6%	11	16	241	166	59.21%
225	BY	Alexei Protas	WSH	24	F	17	5	5	10	2	2	17:41	15:20	0:21	1:59	5	0	0	1	0	5	0	0	1	0	10	0	0	2	0	0.0%	0.997	0.997	1.995	1.150	1.150	2.300	0.000	0.000	0.000	0.294	0.294	0.588	30	16.7%	4	10	14	14	50.00%
226	CA	Jordan Staal	CAR	37	F	19	5	5	10	4	1	16:35	13:07	1:10	2:17	4	1	0	2	0	4	0	1	0	0	8	1	1	2	0	10.0%	0.952	0.952	1.903	0.962	0.962	1.924	2.691	0.000	2.691	0.263	0.263	0.526	30	16.7%	51	18	222	178	55.50%
227	US	Jack Roslovic	EDM	28	F	20	5	5	10	0	-3	15:00	13:15	1:45	0:00	4	1	0	1	0	5	0	0	0	0	9	1	0	1	0	10.0%	0.999	0.999	1.998	0.906	1.132	2.038	1.703	0.000	1.703	0.250	0.250	0.500	38	13.2%	23	10	45	38	54.22%
228	SE	Elmer Söderblom	PIT	24	F	20	5	5	10	11	3	11:57	11:24	0:22	0:11	5	0	0	0	0	5	0	0	0	0	10	0	0	0	0	0.0%	1.255	1.255	2.509	1.316	1.316	2.631	0.000	0.000	0.000	0.250	0.250	0.500	27	18.5%	35	7	1	1	50.00%
229	CA	Matthew Savoie	EDM	21	F	20	5	5	10	4	3	17:20	13:54	1:42	1:43	3	1	1	3	0	5	0	0	0	0	8	1	1	3	0	10.0%	0.865	0.865	1.730	0.647	1.079	1.726	1.749	0.000	1.749	0.250	0.250	0.500	46	10.9%	4	7	8	20	28.57%
230	CA	Jordan Martinook	CAR	33	F	21	5	5	10	8	2	14:59	12:45	0:01	2:12	3	0	2	1	0	5	0	0	2	0	8	0	2	3	0	0.0%	0.953	0.953	1.906	0.672	1.120	1.791	0.000	0.000	0.000	0.238	0.238	0.476	37	13.5%	19	13	7	14	33.33%
231	SE	Fabian Zetterlund	OTT	26	F	23	5	5	10	0	4	11:18	10:12	1:06	0:00	4	1	0	1	0	3	2	0	2	0	7	3	0	3	0	30.0%	1.153	1.153	2.307	1.023	0.767	1.790	2.356	4.712	7.068	0.217	0.217	0.435	35	14.3%	45	6	0	0	0.00%
232	CA	Porter Martone	PHI	19	F	9	4	6	10	6	4	17:02	14:47	2:11	0:03	2	2	0	1	1	4	2	0	1	0	6	4	0	2	1	40.0%	1.565	2.347	3.912	0.901	1.802	2.703	6.107	6.107	12.214	0.444	0.667	1.111	32	12.5%	16	2	1	2	33.33%
233	CA	Luke Evangelista	NSH	23	F	22	4	6	10	16	-7	16:22	14:45	1:35	0:01	4	0	0	1	0	3	3	0	1	0	7	3	0	2	0	30.0%	0.666	0.999	1.665	0.739	0.554	1.293	0.000	5.128	5.128	0.182	0.273	0.455	48	8.3%	9	6	0	0	0.00%
234	CA	Jonathan Toews	WPG	37	F	23	4	6	10	8	2	12:56	10:53	1:57	0:04	2	2	0	1	0	5	1	0	0	0	7	3	0	1	0	30.0%	0.807	1.210	2.017	0.479	1.197	1.676	2.661	1.330	3.991	0.174	0.261	0.435	26	15.4%	3	7	167	93	64.23%
235	FI	Teuvo Teräväinen	CHI	31	F	23	4	6	10	2	-7	16:50	12:16	2:50	1:43	0	3	1	1	0	4	2	0	1	1	4	5	1	2	1	50.0%	0.619	0.929	1.549	0.000	0.850	0.850	2.755	1.837	4.592	0.174	0.261	0.435	27	14.8%	4	16	8	22	26.67%
236	CA	Jake Evans	MTL	29	F	23	4	6	10	20	2	15:41	13:13	0:01	2:27	4	0	0	0	0	6	0	0	1	0	10	0	0	1	0	0.0%	0.665	0.997	1.662	0.790	1.184	1.974	0.000	0.000	0.000	0.174	0.261	0.435	25	16.0%	40	15	161	121	57.09%
