Rk		Name	Team	Age	Pos	GP	G	A	P	PIM	+/-	TOI	ES	PP	SH	ESG	PPG	SHG	GWG	OTG	ESA	PPA	SHA	GWA	OTA	ESP	PPP	SHP	GWP	OTP	PPP%	G/60	A/60	P/60	ESG/60	ESA/60	ESP/60	PPG/60	PPA/60	PPP/60	G/GP	A/GP	P/GP	SHOTS	SH%	HITS	BS	FOW	FOL	FO%
265	FI	Samuel Helenius	LAK	22	F	6	0	1	1	0	-1	3:57	3:57	0:00	0:00	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.0%	0.000	2.523	2.523	0.000	2.523	2.523	0.000	0.000	0.000	0.000	0.167	0.167	1	0.0%	14	2	6	3	66.67%
266	US	Nick Leddy	STL	33	D	7	0	1	1	2	-4	14:10	13:49	0:17	0:03	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0.0%	0.000	0.605	0.605	0.000	0.620	0.620	0.000	0.000	0.000	0.000	0.143	0.143	1	0.0%	6	3	0	0	0.00%
267	CA	Mark Jankowski	CAR	30	F	7	0	1	1	0	0	11:37	10:33	0:39	0:24	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.0%	0.000	0.738	0.738	0.000	0.812	0.812	0.000	0.000	0.000	0.000	0.143	0.143	6	0.0%	10	4	42	30	58.33%
268	CA	Taylor Raddysh	WSH	26	F	7	0	1	1	4	-1	11:10	11:10	0:00	0:00	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.0%	0.000	0.767	0.767	0.000	0.767	0.767	0.000	0.000	0.000	0.000	0.143	0.143	6	0.0%	13	2	0	1	0.00%
269	CA	Parker Kelly	COL	25	F	7	0	1	1	18	4	12:37	11:05	0:00	1:31	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.0%	0.000	0.679	0.679	0.000	0.772	0.772	0.000	0.000	0.000	0.000	0.143	0.143	6	0.0%	44	7	1	6	14.29%
270	CA	Zachary Bolduc	STL	21	F	7	0	1	1	16	-1	13:17	10:31	2:45	0:00	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.0%	0.000	0.645	0.645	0.000	0.814	0.814	0.000	0.000	0.000	0.000	0.143	0.143	7	0.0%	19	2	0	1	0.00%
271	CA	Tanner Pearson	VGK	32	F	8	0	1	1	0	-2	8:49	8:47	0:01	0:00	0	0	0	0	0	1	0	0	1	1	1	0	0	1	1	0.0%	0.000	0.851	0.851	0.000	0.853	0.853	0.000	0.000	0.000	0.000	0.125	0.125	6	0.0%	20	2	3	2	60.00%
272	US	Ryan Leonard	WSH	19	F	8	0	1	1	2	1	10:08	9:30	0:37	0:00	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0.0%	0.000	0.740	0.740	0.000	0.788	0.788	0.000	0.000	0.000	0.000	0.125	0.125	12	0.0%	11	4	0	1	0.00%
273	DK	Lars Eller	WSH	35	F	9	0	1	1	2	-1	10:45	10:13	0:00	0:31	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.0%	0.000	0.620	0.620	0.000	0.652	0.652	0.000	0.000	0.000	0.000	0.111	0.111	3	0.0%	13	3	36	35	50.70%
274	US	Nic Dowd	WSH	34	F	10	0	1	1	8	-3	15:07	12:43	0:00	2:24	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.0%	0.000	0.397	0.397	0.000	0.471	0.471	0.000	0.000	0.000	0.000	0.100	0.100	10	0.0%	23	22	78	79	49.68%
275	SE	Rasmus Sandin	WSH	24	D	10	0	1	1	0	-1	21:18	19:05	1:05	1:07	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.0%	0.000	0.282	0.282	0.000	0.314	0.314	0.000	0.000	0.000	0.000	0.100	0.100	12	0.0%	7	24	0	0	0.00%
276	CA	Luke Schenn	WPG	35	D	11	0	1	1	32	-8	16:30	14:11	0:00	2:18	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.0%	0.000	0.331	0.331	0.000	0.384	0.384	0.000	0.000	0.000	0.000	0.091	0.091	11	0.0%	59	13	0	0	0.00%
277	CA	Keegan Kolesar	VGK	27	F	11	0	1	1	6	-2	11:21	11:20	0:00	0:00	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.0%	0.000	0.480	0.480	0.000	0.481	0.481	0.000	0.000	0.000	0.000	0.091	0.091	7	0.0%	53	5	1	1	50.00%
278	SE	Calle Järnkrok	TOR	33	F	12	0	1	1	2	-4	12:39	11:13	0:08	1:18	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.0%	0.000	0.395	0.395	0.000	0.445	0.445	0.000	0.000	0.000	0.000	0.083	0.083	3	0.0%	22	6	2	4	33.33%
279	SE	Pontus Holmberg	TOR	25	F	12	0	1	1	4	-4	12:42	12:37	0:02	0:03	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0.0%	0.000	0.393	0.393	0.000	0.396	0.396	0.000	0.000	0.000	0.000	0.083	0.083	11	0.0%	15	8	6	6	50.00%
280	CH	Lian Bichsel	DAL	20	D	18	0	1	1	28	0	11:47	11:39	0:00	0:07	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0.0%	0.000	0.283	0.283	0.000	0.286	0.286	0.000	0.000	0.000	0.000	0.056	0.056	12	0.0%	75	9	0	0	0.00%
281	CA	Marc-Andre Fleury	MIN	40	G	1	0	0	0	0						0	0	0	0	0									0	0	0.0%										0.000	0.000	0.000							
282	CA	Brenden Dillon	NJD	34	D	1	0	0	0	0	0	8:53	7:17	0:00	1:36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0%	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0.00%	4	0	0	0	0.00%
283	CA	Scott Wedgewood	COL	32	G	1	0	0	0	0						0	0	0	0	0									0	0	0.0%										0.000	0.000	0.000							
284	CZ	David Kämpf	TOR	29	F	1	0	0	0	0	-2	12:37	11:17	0:00	1:20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0%	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1	0.0%	3	0	4	7	36.36%
285	US	Vince Hinostroza	MIN	30	F	1	0	0	0	2	0	11:57	11:08	0:49	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0%	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1	0.0%	1	1	0	0	0.00%
286	CA	Matt Murray	TOR	30	G	1	0	0	0	0						0	0	0	0	0									0	0	0.0%										0.000	0.000	0.000							
287	US	Miles Wood	COL	29	F	1	0	0	0	0	-3	12:42	12:42	0:00	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0%	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1	0.0%	7	0	0	0	0.00%
288	NL	Daniel Sprong	NJD	27	F	1	0	0	0	0	-1	11:07	10:24	0:43	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0%	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0.00%	2	2	0	0	0.00%
289	CA	Josh Brown	EDM	30	D	1	0	0	0	0	1	4:54	2:21	0:00	2:33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0%	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0.00%	0	3	0	0	0.00%
290	CA	Matthew Highmore	OTT	28	F	1	0	0	0	4	-1	9:10	7:06	0:00	2:04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0%	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1	0.0%	3	1	0	0	0.00%
291	US	Charlie Lindgren	WSH	31	G	1	0	0	0	0						0	0	0	0	0									0	0	0.0%										0.000	0.000	0.000							
292	US	Ross Colton	COL	28	F	1	0	0	0	0	0	7:04	5:30	1:34	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0%	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1	0.0%	3	0	1	0	100.00%
293	CH	Akira Schmid	VGK	24	G	1	0	0	0	0						0	0	0	0	0									0	0	0.0%										0.000	0.000	0.000							
294	CA	Kaedan Korczak	VGK	23	D	1	0	0	0	0	0	13:04	13:04	0:00	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0%	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1	0.0%	1	1	0	0	0.00%
295	CA	Cole Schwindt	VGK	23	F	1	0	0	0	0	0	5:54	5:54	0:00	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0%	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0.00%	0	0	2	2	50.00%
296	US	Luke Hughes	NJD	21	D	1	0	0	0	0	-1	22:20	20:33	1:20	0:27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0%	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2	0.0%	0	1	0	0	0.00%
297	US	Seamus Casey	NJD	20	D	1	0	0	0	0	0	9:13	5:44	3:29	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0%	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0.00%	1	2	0	0	0.00%
298	US	Erik Johnson	COL	36	D	2	0	0	0	0	0	14:49	13:46	0:00	1:02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0%	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	4	0.0%	5	2	0	0	0.00%
299	US	Trevor Lewis	LAK	37	F	2	0	0	0	0	0	4:10	4:10	0:00	0:00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0%	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0	0.00%	5	1	0	0	0.00%
300	US	Jon Merrill	MIN	32	D	2	0	0	0	0	0	12:19	12:08	0:00	0:11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0%	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1	0.0%	1	2	0	0	0.00%
